,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales_Predicted
11846,FDC02,OUT045,3511.4560390793986
11847,NCZ29,OUT035,1896.2341819488806
11848,FDF29,OUT010,-39.96875011322982
11849,FDZ23,OUT017,3573.3508001550235
11850,NCU53,OUT018,2446.3243404338064
11851,NCW30,OUT013,3584.975344398137
11852,NCM26,OUT027,4120.642097839642
11853,FDV50,OUT027,3278.9807796951127
11854,FDW15,OUT049,2802.8508427745965
11855,FDI35,OUT027,4130.1755894948665
11856,FDO11,OUT017,3607.772549941694
11857,FDN48,OUT046,1030.1411015492442
11858,NCA17,OUT049,2793.6303386286327
11859,NCN54,OUT013,1070.6109467857787
11860,FDP22,OUT013,1059.6711060081134
11861,NCB54,OUT035,1917.4371673976168
11862,FDD08,OUT045,1076.5269019795903
11863,DRM48,OUT010,-913.9907972112851
11864,FDG41,OUT027,3305.9936810719046
11865,FDE44,OUT027,2437.7415084195873
11866,FDE26,OUT035,2729.311695582037
11867,NCS38,OUT013,1929.9432067772377
11868,NCJ54,OUT018,3274.6958535318818
11869,FDI40,OUT019,-172.42617843719086
11870,FDN45,OUT018,3215.6663944324982
11871,FDU43,OUT046,3494.1267303876675
11872,FDI04,OUT010,1586.3206975322616
11873,NCC07,OUT018,1594.0036189464424
11874,NCC07,OUT019,-135.83368930029496
11875,NCD18,OUT045,3522.7355974612856
11876,FDU55,OUT035,3555.0413242939803
11877,FDX59,OUT035,1088.3113772969741
11878,FDR52,OUT049,3627.8905035092776
11879,NCP17,OUT013,1070.9539684938259
11880,FDQ32,OUT045,1876.0079681124057
11881,NCT17,OUT049,3642.8790865165056
11882,FDO10,OUT049,1173.4733951943094
11883,FDE32,OUT049,1141.800686263021
11884,FDN44,OUT045,2719.688729861894
11885,FDH02,OUT035,1104.761068897348
11886,FDK60,OUT013,1882.2727742112918
11887,FDS24,OUT019,-984.9189985228866
11888,FDL03,OUT010,1597.1733704479582
11889,FDB46,OUT027,4947.337077704807
11890,FDO48,OUT049,3637.7724225042266
11891,FDZ39,OUT049,1979.0072495735988
11892,FDT02,OUT027,2495.6997212152964
11893,FDC50,OUT013,1870.508172353994
11894,FDP39,OUT035,1077.0467688949836
11895,DRG15,OUT018,783.6278636314833
11896,FDP10,OUT018,1562.8032446077157
11897,FDF53,OUT027,4101.299210613341
11898,FDN34,OUT045,2706.7974482221607
11899,FDK02,OUT045,1867.9903064159353
11900,FDC23,OUT045,2709.9014128098825
11901,FDJ10,OUT019,-159.61295097984294
11902,FDE53,OUT035,1919.6795665045386
11903,FDR25,OUT035,3520.8779117468303
11904,FDW50,OUT046,2677.9642020098045
11905,FDS09,OUT049,1159.2459388267896
11906,FDW49,OUT010,742.365865143641
11907,FDU51,OUT046,2654.8730706166452
11908,FDF28,OUT018,1598.7465511238645
11909,NCY30,OUT018,2417.1370482759276
11910,FDD44,OUT045,3539.4920289283355
11911,FDX09,OUT017,2769.194074315362
11912,NCF30,OUT013,1871.0195109815497
11913,FDZ50,OUT019,675.2153919799259
11914,FDW37,OUT013,1079.9373549605575
11915,FDD11,OUT049,3641.609181596975
11916,DRH39,OUT018,744.6423933778452
11917,FDA36,OUT049,2840.13925667644
11918,NCG43,OUT049,1135.010627281415
11919,FDF02,OUT035,1883.4280417548691
11920,FDP57,OUT027,3293.273307131388
11921,NCE42,OUT017,3583.3758957700893
11922,NCR38,OUT027,4925.460518091882
11923,FDP03,OUT019,-122.44335697162455
11924,FDO51,OUT035,1099.2837614222203
11925,NCQ42,OUT046,1847.094212229518
11926,NCM41,OUT046,1031.925666075926
11927,FDH48,OUT027,2474.8351448847516
11928,DRF60,OUT046,3515.9361879681974
11929,FDJ27,OUT035,1874.1921583425915
11930,FDQ14,OUT013,2734.409054280908
11931,FDN27,OUT017,1936.7301646433825
11932,NCQ02,OUT046,3525.6458453786663
11933,FDJ33,OUT049,1982.2637450171994
11934,FDP07,OUT027,4930.571643412511
11935,DRE01,OUT049,3605.3893929760998
11936,FDU36,OUT045,1903.4089202559976
11937,FDL28,OUT017,3592.7882229206225
11938,NCX53,OUT046,1855.2630378166664
11939,FDZ39,OUT013,1898.4324886712022
11940,NCP42,OUT013,3575.687631640657
11941,FDJ14,OUT035,1088.5622934877108
11942,FDK04,OUT049,1171.812726474615
11943,NCC19,OUT017,3590.222117673041
11944,FDS09,OUT018,775.8147096843095
11945,FDZ02,OUT046,1878.8101384603276
11946,FDD35,OUT018,1610.7851451929353
11947,NCY42,OUT017,2791.0104849072177
11948,FDB05,OUT045,3544.747026203716
11949,FDF20,OUT035,3563.695562173629
11950,NCO41,OUT018,1612.1647983427763
11951,FDC40,OUT027,2467.58066531674
11952,FDV58,OUT045,3496.2436818046554
11953,FDZ57,OUT045,1897.0846008207218
11954,DRM35,OUT046,2687.5083844772844
11955,DRN36,OUT018,1596.0584698565724
11956,FDQ13,OUT046,1052.3224364664118
11957,DRO35,OUT010,-44.69039975364922
11958,NCD43,OUT035,1932.8294108212638
11959,FDA51,OUT018,1576.8949028271365
11960,NCX17,OUT027,4916.102361322361
11961,NCZ17,OUT049,1152.169553653085
11962,FDR11,OUT027,4106.927519381872
11963,FDW34,OUT049,3647.6417092008296
11964,FDN50,OUT017,1112.4703902487577
11965,FDS09,OUT046,1035.5030487054794
11966,FDS48,OUT018,2428.4634685743376
11967,FDL44,OUT049,2809.462001968598
11968,DRF48,OUT018,3268.196418338357
11969,FDA14,OUT018,2434.943311457253
11970,NCD30,OUT049,1976.2517199914284
11971,FDI16,OUT017,1084.8634212027218
11972,NCG06,OUT035,3556.7069082026637
11973,DRZ24,OUT035,1910.4027958485253
11974,NCS17,OUT045,1863.6698695773532
11975,FDB37,OUT045,3528.3560228626775
11976,FDE10,OUT035,1909.8770104656367
11977,FDC57,OUT045,3518.8171322472317
11978,FDM12,OUT018,3236.933003207919
11979,FDE24,OUT049,1966.7658837753131
11980,FDW22,OUT045,3550.6842440605888
11981,DRD01,OUT027,2477.8855844021746
11982,NCZ18,OUT027,4924.939041061625
11983,FDN49,OUT045,1027.5709784770065
11984,FDR22,OUT035,1902.547196427177
11985,FDV08,OUT019,-919.4572825597681
11986,FDY39,OUT046,2705.0504988338926
11987,FDV36,OUT049,1978.7555551564994
11988,FDO60,OUT045,1049.539070399987
11989,FDU04,OUT027,3330.149703083529
11990,FDR20,OUT027,2469.710091886963
11991,FDW19,OUT019,-126.86192311096033
11992,FDU40,OUT049,3620.826212998999
11993,FDK15,OUT045,1876.270919737219
11994,DRF15,OUT035,2725.5896751084338
11995,FDQ25,OUT017,2781.6495749985006
11996,FDI48,OUT019,-960.3709408848965
11997,FDS49,OUT046,1035.801500221378
11998,FDV22,OUT046,2694.346191480451
11999,NCV42,OUT046,1882.4117133866653
12000,FDX26,OUT046,2663.4194879721617
12001,FDI33,OUT018,774.5605859468295
12002,FDZ14,OUT049,1997.7476956060284
12003,FDG10,OUT013,1105.8547644493242
12004,FDM38,OUT018,779.1796397035071
12005,FDG26,OUT027,4943.715831603504
12006,FDH46,OUT035,1924.4286766378145
12007,FDN13,OUT018,1556.233327813435
12008,FDU57,OUT035,2731.5436827709073
12009,NCI06,OUT046,2690.8496593906702
12010,FDM38,OUT045,1064.2235283702948
12011,NCG42,OUT010,-60.64585567944164
12012,FDL39,OUT045,2700.1428890367606
12013,FDT31,OUT019,1520.648701398927
12014,FDV59,OUT013,3554.453743028055
12015,FDB49,OUT035,1924.713887187625
12016,FDD58,OUT049,1993.957772573361
12017,DRN59,OUT046,1026.5439953723303
12018,FDX48,OUT049,2802.630650634743
12019,FDQ11,OUT049,3646.72154818904
12020,FDY12,OUT049,1138.5481509383208
12021,FDQ11,OUT045,3548.3287320175195
12022,DRI11,OUT017,1955.314936862539
12023,FDY32,OUT027,4117.80705270403
12024,FDS51,OUT045,1065.737048549382
12025,FDR19,OUT010,716.0934585176049
12026,DRB13,OUT018,3281.3092077294614
12027,FDS21,OUT035,1075.3829582016947
12028,FDQ40,OUT045,2720.33753504962
12029,NCE55,OUT013,2713.998574917433
12030,FDX43,OUT027,4135.997418998495
12031,FDS12,OUT049,1954.9947808609343
12032,DRK01,OUT027,3313.624970722357
12033,FDN25,OUT017,1122.496063145858
12034,FDB60,OUT046,3526.7768512001257
12035,FDQ13,OUT017,1130.8632709941887
12036,DRK13,OUT045,3519.257174481634
12037,DRF25,OUT018,788.7687195327168
12038,NCD42,OUT019,-947.7024722032829
12039,FDW25,OUT045,1083.178622514469
12040,NCV29,OUT027,4141.031737750669
12041,NCK42,OUT035,3582.500688680231
12042,DRJ13,OUT027,4126.623620493509
12043,DRD15,OUT017,3593.3883970911647
12044,FDM27,OUT045,2679.1696888277347
12045,FDZ50,OUT018,2417.8876277385098
12046,FDC04,OUT046,3506.94635657683
12047,FDF50,OUT049,3669.704817287581
12048,FDP15,OUT045,3521.080055185351
12049,FDK46,OUT035,3565.589701476296
12050,FDZ56,OUT018,2426.536547593395
12051,FDY60,OUT049,2831.375373948482
12052,FDB10,OUT035,3559.7498922734467
12053,FDR57,OUT045,2736.9084134730483
12054,FDU58,OUT049,3656.667960246935
12055,FDH02,OUT046,1058.09638123562
12056,FDP48,OUT013,2744.0254924493165
12057,FDI46,OUT035,3558.6916073012108
12058,FDW56,OUT013,3560.5562037151694
12059,NCM19,OUT010,-23.850437302080536
12060,FDS50,OUT027,4944.065510175989
12061,FDK24,OUT013,1071.723605733688
12062,FDO36,OUT017,2740.2606976374736
12063,FDK45,OUT027,3312.687616303907
12064,NCL05,OUT045,1061.209524170334
12065,FDL32,OUT018,1572.2622896210548
12066,FDA28,OUT049,1978.1076858377075
12067,FDY36,OUT018,790.3094121144131
12068,FDP32,OUT018,1604.2686270204993
12069,FDL50,OUT046,1865.2750781465538
12070,DRC24,OUT049,2806.477527029392
12071,NCS18,OUT017,1942.6255526317111
12072,FDD16,OUT017,1100.8720224921951
12073,NCV18,OUT013,1076.1385706439241
12074,FDX07,OUT046,2680.1510224820076
12075,NCZ05,OUT027,3312.5400267164714
12076,NCI31,OUT013,1052.7363608992696
12077,FDK14,OUT049,1176.19850097088
12078,NCR06,OUT045,1075.6599816695211
12079,NCF54,OUT049,2799.0843355704437
12080,DRG23,OUT010,764.9348964570497
12081,FDD53,OUT046,1029.9547324362604
12082,NCM31,OUT027,3310.9597004241677
12083,FDT16,OUT017,3597.5833080606817
12084,FDR40,OUT035,1104.465134999228
12085,DRG25,OUT017,2780.1799764385933
12086,FDT10,OUT035,1069.8989299556463
12087,FDY32,OUT013,2717.280554199124
12088,FDN50,OUT035,1080.622583062682
12089,FDZ35,OUT019,-111.5911286958908
12090,NCP54,OUT045,1885.4201552397105
12091,NCD07,OUT035,1914.9681721225088
12092,FDS02,OUT018,3273.9959689078505
12093,DRN59,OUT018,766.8771797048864
12094,DRB24,OUT013,2748.3780905058848
12095,FDP37,OUT027,3269.5767399298093
12096,DRB01,OUT018,3254.7952987142435
12097,FDR47,OUT046,3488.4521020070197
12098,NCM31,OUT010,-50.930139682644494
12099,NCF06,OUT027,4980.111888222023
12100,NCV17,OUT027,3301.3977820762657
12101,FDS10,OUT049,2800.091694862451
12102,FDN52,OUT035,1065.2689783606106
12103,FDZ48,OUT013,1884.9341589232613
12104,FDJ48,OUT049,3637.1633168770095
12105,DRB13,OUT027,4986.658679140869
12106,FDV59,OUT017,3589.7221653731913
12107,FDL32,OUT035,1878.6738628814776
12108,FDZ12,OUT035,1899.9827672463891
12109,NCR06,OUT027,2493.8340287666106
12110,FDP51,OUT017,1926.3238533049982
12111,FDY22,OUT013,2687.0341116717045
12112,FDZ38,OUT049,2812.3130458553596
12113,NCO54,OUT035,1078.2573928760048
12114,FDR23,OUT035,2716.2809221200623
12115,FDM38,OUT049,1162.62004374645
12116,FDS25,OUT013,1890.3294398510332
12117,FDZ22,OUT013,1088.7096629800399
12118,FDZ20,OUT019,1517.231822014013
12119,FDD45,OUT010,-75.10111888266965
12120,FDN03,OUT049,3653.573052092832
12121,NCW30,OUT046,3541.7784667628594
12122,FDY24,OUT027,2472.2918518358265
12123,FDJ26,OUT019,1491.5541973044976
12124,FDM15,OUT049,2828.3425405776816
12125,NCW54,OUT027,2477.68412486503
12126,FDA23,OUT045,1894.607465160239
12127,FDA39,OUT019,-917.0543453505959
12128,FDZ12,OUT017,2756.9678244075685
12129,NCB42,OUT046,1876.6145931248898
12130,FDL16,OUT046,999.0382491041689
12131,FDO24,OUT019,722.3473498416954
12132,NCP42,OUT046,3532.489430522558
12133,FDR19,OUT018,2391.0092921697033
12134,DRL01,OUT045,3513.163446721347
12135,FDV37,OUT046,3500.999903673588
12136,FDI41,OUT010,755.2898437779597
12137,FDF58,OUT049,1171.2981230976986
12138,NCF43,OUT018,1611.1124136506298
12139,FDN02,OUT049,3619.6008797394716
12140,NCP41,OUT035,1909.6959289140154
12141,NCY17,OUT027,2432.0322279150523
12142,FDL58,OUT027,4964.434374173352
12143,NCA30,OUT027,4916.470938442368
12144,FDE46,OUT018,2424.1743227896704
12145,FDY38,OUT035,3535.1519461969065
12146,NCH29,OUT027,3326.8209173165624
12147,FDO20,OUT045,3505.2609542176497
12148,FDP44,OUT018,1583.779636156317
12149,FDM02,OUT027,2473.055627822482
12150,FDJ14,OUT027,2485.5304002453277
12151,FDH04,OUT010,-839.8161595158874
12152,DRK23,OUT046,3515.340146018705
12153,NCW05,OUT046,1813.4050688688078
12154,FDF12,OUT049,2810.920643406099
12155,FDL51,OUT019,1499.3031931154994
12156,FDN03,OUT018,3270.1936523459253
12157,DRJ37,OUT049,2811.596017868377
12158,FDM12,OUT019,1496.3933578300537
12159,FDA16,OUT045,3556.542302981268
12160,NCB07,OUT017,3566.831155373133
12161,NCI17,OUT019,-175.49296874696847
12162,FDR51,OUT046,2656.9275106109108
12163,FDJ55,OUT045,3545.5521309603164
12164,NCZ17,OUT013,1071.6404901650772
12165,FDU25,OUT013,1087.6064389655617
12166,NCG18,OUT045,1889.3393459105116
12167,DRM11,OUT017,3599.8825371073435
12168,FDH16,OUT035,1087.3211311303032
12169,FDZ04,OUT018,788.3492077834219
12170,NCX53,OUT035,2731.8603325210324
12171,FDX38,OUT027,2500.5989135835116
12172,FDX09,OUT046,2690.749541635473
12173,NCW05,OUT018,1553.6316574942741
12174,NCS41,OUT017,2763.9136183616665
12175,FDI26,OUT046,2707.3546282137977
12176,NCZ41,OUT027,3284.074800016694
12177,NCK06,OUT046,1892.3820455620116
12178,FDX23,OUT027,3326.1233089950974
12179,NCA42,OUT046,2706.9394312688755
12180,FDC20,OUT049,1172.9869303189062
12181,DRC49,OUT018,2431.792555335711
12182,FDX01,OUT013,1918.9162289650735
12183,FDC08,OUT045,3506.12059722071
12184,FDC02,OUT017,3564.5384159234463
12185,FDK10,OUT045,2731.384018825438
12186,DRC24,OUT013,2725.907823733198
12187,FDW16,OUT019,-965.4265967139402
12188,NCU06,OUT018,3233.4277578897345
12189,DRA59,OUT045,2698.229467784502
12190,FDR24,OUT019,-977.0960540294852
12191,DRL35,OUT018,785.323300754112
12192,FDA49,OUT013,1058.5467729550678
12193,NCC55,OUT046,1036.7053417049376
12194,DRD24,OUT019,699.1214144566245
12195,NCE55,OUT049,2794.490059599454
12196,FDT33,OUT045,2739.2681800965947
12197,NCT53,OUT013,2747.696298571799
12198,FDS26,OUT046,3481.996005266864
12199,FDL22,OUT018,771.2486636594425
12200,FDP44,OUT017,1921.8852534644932
12201,FDC52,OUT018,2443.8994300943987
12202,FDI53,OUT010,738.3568260194295
12203,FDZ23,OUT046,3494.910241976667
12204,NCT18,OUT013,2722.7165094460142
12205,FDR13,OUT046,1874.7735934912753
12206,FDB09,OUT010,-62.20100951389918
12207,FDZ60,OUT013,1864.9981143757884
12208,FDB11,OUT046,3501.067689980703
12209,FDC10,OUT018,1601.550334783483
12210,FDW56,OUT035,3564.0114295868216
12211,FDK14,OUT027,2508.81089317214
12212,DRE27,OUT027,3281.5630258852607
12213,FDA38,OUT017,3615.2451711116946
12214,FDT11,OUT045,3559.731262058447
12215,FDP15,OUT035,3542.402172062796
12216,FDV27,OUT035,1097.1402960002117
12217,FDS36,OUT027,3316.273871934064
12218,FDY40,OUT027,2462.302598941018
12219,NCF19,OUT049,1164.026785733957
12220,FDF53,OUT045,2682.9605637192954
12221,FDS14,OUT027,4143.150503335816
12222,FDE56,OUT046,991.6595069367852
12223,FDZ19,OUT035,2734.6320600780955
12224,FDZ46,OUT013,1911.0113644742592
12225,FDR16,OUT046,3510.9877128531652
12226,FDG29,OUT018,763.2688193086005
12227,NCE30,OUT017,3567.515237797864
12228,FDZ40,OUT046,1048.1630955598205
12229,FDG58,OUT018,2420.3865161317426
12230,DRH03,OUT013,1898.8401366058677
12231,FDZ47,OUT045,1859.1471190601671
12232,FDV04,OUT018,2407.2870102383276
12233,FDZ10,OUT018,1591.6650021832581
12234,FDG46,OUT017,1954.9203688013718
12235,NCF07,OUT045,1901.211318369178
12236,FDY44,OUT035,3563.4106919292653
12237,FDB21,OUT013,3536.854558632319
12238,FDS20,OUT035,2741.31485091751
12239,FDS49,OUT049,1159.5452352516272
12240,FDX55,OUT027,4948.568690750957
12241,NCQ02,OUT018,3266.051021876533
12242,FDR25,OUT013,3517.436444172803
12243,DRG39,OUT045,1060.746465091945
12244,FDB46,OUT046,3503.6365892436315
12245,NCC30,OUT018,2425.1433193503663
12246,FDE58,OUT035,1894.0858242242148
12247,FDC05,OUT019,1489.033820818279
12248,FDY15,OUT046,2636.2529936074216
12249,FDG14,OUT046,2695.3477658588336
12250,FDL08,OUT049,3655.9520844253757
12251,FDQ47,OUT013,1055.6451325674193
12252,FDN12,OUT035,1891.8006499284481
12253,FDW10,OUT013,2703.8079213712663
12254,FDD02,OUT035,1899.0725701915574
12255,FDX35,OUT010,1602.767110744044
12256,FDT35,OUT046,2660.3843959400238
12257,DRN47,OUT019,710.8290674097063
12258,FDB11,OUT010,1587.1340358510445
12259,FDN20,OUT045,2704.1665499322717
12260,FDB59,OUT035,3556.690212176225
12261,FDJ58,OUT045,2688.1992998761416
12262,FDU60,OUT046,2666.7545456829266
12263,FDS03,OUT049,1162.198052288728
12264,FDU40,OUT019,1504.4597284413087
12265,DRH15,OUT049,1150.5257097171489
12266,FDD04,OUT027,4110.405966681673
12267,FDQ01,OUT046,3461.3039680452775
12268,FDF28,OUT035,1905.0456891405092
12269,FDD22,OUT010,-69.66997957626472
12270,FDY19,OUT046,1847.8402744962223
12271,FDN33,OUT035,1075.113070633595
12272,FDV36,OUT035,1901.6511215479961
12273,FDW01,OUT010,763.6804379550251
12274,FDJ28,OUT049,3645.626366690878
12275,FDB17,OUT035,2736.643059737521
12276,FDM40,OUT049,1956.8685377785075
12277,FDV46,OUT045,1889.7522475167355
12278,FDQ44,OUT049,1971.4841494689801
12279,NCD42,OUT046,1039.1021370971816
12280,DRH37,OUT046,2678.0543224302883
12281,FDR10,OUT018,2428.30095428836
12282,NCD06,OUT027,2463.9494107106775
12283,FDI53,OUT046,2668.42337189963
12284,FDG16,OUT035,3540.454432049338
12285,DRB25,OUT046,1856.4615040349152
12286,FDY09,OUT046,2687.8383752309082
12287,FDX48,OUT045,2704.242233913421
12288,FDC03,OUT010,1598.716668354719
12289,FDT47,OUT035,1933.5649114104604
12290,FDW44,OUT027,4142.578870051495
12291,FDT24,OUT017,1073.0096704429936
12292,FDT12,OUT019,1559.020399570588
12293,NCS38,OUT035,1905.298575244913
12294,FDO39,OUT035,2719.637559876617
12295,FDA13,OUT046,1020.0672811970562
12296,FDO48,OUT035,3560.668281651994
12297,DRJ01,OUT017,2760.2690655002934
12298,FDD53,OUT018,770.3132147766105
12299,NCT05,OUT049,3649.188045965817
12300,FDQ51,OUT045,1069.6081396587037
12301,FDU60,OUT013,2709.964108176171
12302,FDC59,OUT046,1025.5438058668183
12303,FDP36,OUT035,1075.5285530628894
12304,NCM19,OUT017,1941.0496708801923
12305,FDL16,OUT035,1045.7116424457126
12306,FDE50,OUT018,3246.7482018337205
12307,NCR18,OUT013,1081.370529333447
12308,NCD30,OUT035,1899.147583815814
12309,FDH31,OUT013,1915.6527985531186
12310,FDD56,OUT019,656.1320961569484
12311,FDC47,OUT049,3609.0289998321305
12312,FDZ21,OUT045,1878.8988408583898
12313,FDM01,OUT049,1982.6466339561823
12314,FDF24,OUT013,1080.6659824324322
12315,FDW23,OUT017,1120.9321277755428
12316,FDY52,OUT018,804.8010363342684
12317,DRH37,OUT027,4121.676079719985
12318,DRO47,OUT027,3291.767702211984
12319,FDR25,OUT049,3597.920789841952
12320,FDQ24,OUT027,4941.441186532382
12321,DRJ51,OUT018,3237.3397925633317
12322,NCU06,OUT035,3539.775460399219
12323,NCV18,OUT018,773.198223523325
12324,NCC06,OUT027,3297.6725264505076
12325,FDZ01,OUT018,1623.4531540566347
12326,FDT14,OUT017,1920.3739538176774
12327,FDD11,OUT019,1526.8283161324932
12328,FDN09,OUT017,3591.9795696461833
12329,NCO18,OUT010,787.395502110757
12330,FDZ50,OUT045,2702.9227820422266
12331,FDS44,OUT013,3522.4379102109133
12332,FDI36,OUT045,3534.126733325781
12333,FDA26,OUT010,1599.314111114926
12334,NCY53,OUT049,1965.6744267935335
12335,FDF32,OUT049,3621.7453113640804
12336,FDF59,OUT010,-60.67894009685483
12337,FDB20,OUT046,1047.3193381104977
12338,DRH11,OUT035,1090.695784962955
12339,FDT03,OUT049,2803.1739688889074
12340,NCH06,OUT035,3551.4707347480944
12341,FDR55,OUT049,3611.558297067865
12342,FDI10,OUT035,2734.4593597464545
12343,FDZ12,OUT045,1878.6474916137133
12344,FDM12,OUT049,3620.3554593272875
12345,DRB25,OUT045,1881.8169554715605
12346,NCS41,OUT013,2728.656154267227
12347,NCT53,OUT049,2828.24866626957
12348,NCD55,OUT013,1084.4891596927994
12349,FDY08,OUT049,1955.256868100719
12350,NCP55,OUT049,1167.646257875612
12351,FDA33,OUT013,2749.605324393923
12352,FDQ33,OUT013,2715.7258905218023
12353,FDE45,OUT027,4134.89793414842
12354,FDT26,OUT013,1884.8619412025496
12355,NCV53,OUT049,3655.9797240003
12356,FDK60,OUT027,3282.7550400184864
12357,NCJ29,OUT046,1045.8344355482109
12358,FDI15,OUT045,3506.41091010759
12359,FDX21,OUT013,1907.091081884515
12360,FDV49,OUT019,1536.091716569905
12361,DRO59,OUT046,1037.1232388118785
12362,FDZ14,OUT045,1899.357847527902
12363,FDP32,OUT027,3307.656611776327
12364,FDC33,OUT017,3593.4073235528404
12365,FDT14,OUT010,-85.94347924641056
12366,NCN54,OUT027,2471.002516450886
12367,FDR57,OUT027,4155.118301233197
12368,DRK12,OUT046,1046.3138504288777
12369,FDX52,OUT049,3641.203330797489
12370,FDX08,OUT010,789.1637201510468
12371,FDP10,OUT010,-105.50806806132641
12372,NCP50,OUT045,1060.035623060488
12373,NCL06,OUT013,3543.93221485272
12374,FDP25,OUT013,3558.492473782763
12375,FDE53,OUT013,1916.2155149198818
12376,FDL27,OUT017,1142.3680502268012
12377,FDC35,OUT049,3625.445251642861
12378,DRJ47,OUT010,765.2697731416699
12379,FDD16,OUT018,762.7450074754233
12380,NCN42,OUT049,2804.1879801750683
12381,FDC38,OUT027,3275.7386169331467
12382,NCO07,OUT045,3558.574416796532
12383,FDQ20,OUT049,1176.5957561589385
12384,FDI32,OUT046,1811.154154947476
12385,FDN20,OUT010,772.1324685354527
12386,DRJ51,OUT027,4940.728678971061
12387,FDU08,OUT045,1899.6490203232931
12388,DRN37,OUT019,673.2802445348332
12389,FDD05,OUT010,-48.149836155933144
12390,FDW15,OUT046,2679.095361951224
12391,FDI52,OUT046,1830.55042744577
12392,DRM11,OUT049,3665.8204576242106
12393,NCO06,OUT045,1028.2766138809936
12394,FDU38,OUT049,3630.1751164606703
12395,FDU59,OUT018,2428.846159333453
12396,FDJ10,OUT046,1854.5502287874438
12397,FDM13,OUT049,1995.8784654862973
12398,NCJ30,OUT019,690.6455426185883
12399,FDM45,OUT018,1599.4266398917732
12400,FDP36,OUT045,1054.2014384399497
12401,NCD30,OUT010,-54.3089229206455
12402,FDN48,OUT017,1108.5861605045166
12403,FDY32,OUT049,2797.7725508149006
12404,FDU47,OUT046,1841.4538792054445
12405,FDF17,OUT019,1538.1459128009676
12406,FDP34,OUT017,2737.6441991190995
12407,FDA47,OUT049,2794.942902996924
12408,DRD27,OUT027,3299.231994808304
12409,FDW38,OUT045,1051.1877938467835
12410,FDZ15,OUT019,-118.9880005765774
12411,FDZ03,OUT027,4944.63518387202
12412,NCN19,OUT049,3646.8081067934118
12413,FDG02,OUT035,3582.193604836116
12414,FDS31,OUT035,2734.4155235361322
12415,FDW43,OUT019,1514.3859870205195
12416,FDZ47,OUT010,-84.01126975141005
12417,FDO57,OUT017,2728.155283499147
12418,NCL07,OUT013,1082.6561977644458
12419,NCV42,OUT013,1925.6138868238756
12420,FDP40,OUT017,1963.9732850929954
12421,FDP48,OUT019,706.6680499564088
12422,FDH21,OUT017,2776.6075096434615
12423,NCP02,OUT049,1174.7505945642833
12424,FDK24,OUT049,1183.8666818611673
12425,FDC41,OUT045,1034.0168260867488
12426,FDF08,OUT017,1106.2893334494918
12427,FDO49,OUT017,1125.003182080973
12428,FDS56,OUT027,4975.403664168924
12429,FDX46,OUT018,775.0621919501268
12430,FDQ07,OUT013,3538.103675555236
12431,FDC32,OUT010,-914.1445379695797
12432,FDT21,OUT019,1545.0777586327865
12433,FDG58,OUT045,2705.426584313609
12434,FDW14,OUT049,1174.0227653157613
12435,DRA12,OUT027,3310.605196798182
12436,FDV27,OUT013,1093.6788726747263
12437,DRD25,OUT013,1911.092940706307
12438,DRF48,OUT027,4971.484696356805
12439,FDX24,OUT017,1140.603764133342
12440,DRJ51,OUT046,3497.0369018016427
12441,FDE45,OUT045,2716.651930116541
12442,FDE14,OUT046,1865.1639973971753
12443,FDG53,OUT045,1894.5564091096292
12444,FDT08,OUT046,2684.8993158358744
12445,DRC27,OUT027,4950.702820984274
12446,FDG20,OUT035,2703.4130168741403
12447,FDC21,OUT046,1859.3580278173272
12448,FDV31,OUT018,2416.233611883684
12449,FDB58,OUT045,1903.4995651289826
12450,FDV23,OUT046,1848.1529024235103
12451,FDA25,OUT019,-152.71544696681462
12452,FDC15,OUT046,2634.376551605039
12453,FDU47,OUT049,1965.1808869093504
12454,FDE23,OUT013,1083.6700729553886
12455,FDS08,OUT013,2744.1594216536905
12456,FDW03,OUT027,3329.6226765363645
12457,FDJ60,OUT018,2407.787044931074
12458,FDM34,OUT017,1919.898740288117
12459,FDW33,OUT013,1897.2109561868851
12460,FDZ40,OUT013,1091.367542456803
12461,FDE33,OUT018,761.2698821565778
12462,NCC06,OUT010,-52.747406372757496
12463,FDU11,OUT046,1866.7810440332732
12464,FDL44,OUT017,2764.223710070145
12465,NCZ29,OUT017,1928.0002477805235
12466,FDG28,OUT010,1634.5531254326472
12467,FDL12,OUT018,746.8968976606315
12468,FDD52,OUT017,1885.3259141499213
12469,FDO15,OUT013,1082.984471607766
12470,NCN29,OUT027,2485.874743141748
12471,FDW36,OUT013,1906.2588121220947
12472,FDB21,OUT046,3493.6220033920536
12473,FDZ28,OUT013,1887.3069019500738
12474,FDY10,OUT035,1897.1208883182308
12475,DRG39,OUT017,1113.858979619601
12476,FDN28,OUT013,1926.8661497208307
12477,FDV15,OUT035,1883.882406769858
12478,DRI13,OUT035,3561.882203886934
12479,FDH20,OUT046,1861.473572384048
12480,FDY51,OUT013,3546.1231764469157
12481,FDE16,OUT013,3571.601713132405
12482,FDX40,OUT018,760.9829417190003
12483,FDC48,OUT018,795.534466756838
12484,FDS14,OUT046,2699.516143184851
12485,FDX56,OUT017,3572.8114505064677
12486,FDI10,OUT046,2687.7912749895977
12487,FDI14,OUT013,2714.4526065883265
