Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,establishment_age,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Item_MRP_Categories,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
FDT36,12.3,Low Fat,0.111447593,Processed Foods,33.4874,OUT049,20,1,2,,1,False,True,False,False
DRF15,18.35,Low Fat,0.03305315,Drinks,152.334,OUT027,34,1,0,,3,False,False,False,True
FDN52,9.395,Regular,0.220221011,Processed Foods,88.1198,OUT010,21,0,0,,1,True,False,False,False
FDC22,6.89,Regular,0.135767734,Processed Foods,191.282,OUT027,34,1,0,,4,False,False,False,True
FDX15,17.2,Low Fat,0.156615836,Meats,160.6578,OUT045,17,0,1,,3,False,True,False,False
FDT13,14.85,Low Fat,0.018556186,Processed Foods,187.1214,OUT013,32,2,0,,4,False,True,False,False
FDU04,7.93,Low Fat,0.00557982,Processed Foods,121.1414,OUT017,12,0,1,,2,False,True,False,False
FDU31,10.5,NA,0.043756113,Fruits and Vegetables,216.3508,OUT019,34,0,2,,4,True,False,False,False
FDW59,13.15,Low Fat,0.0,Starchy Foods,85.4566,OUT027,34,1,0,,1,False,False,False,True
NCO29,11.15,NA,0.032256191,Non perishable,165.1526,OUT046,22,0,2,,3,False,True,False,False
FDL15,17.85,Low Fat,0.046625941,Meats,152.3682,OUT035,15,0,1,,3,False,True,False,False
FDI41,18.5,Regular,0.062353714,Processed Foods,145.4418,OUT049,20,1,2,,3,False,True,False,False
FDQ48,14.3,Regular,0.0,Processed Foods,98.7726,OUT049,20,1,2,,2,False,True,False,False
DRI39,13.8,Low Fat,0.09698132,Drinks,55.593,OUT013,32,2,0,,1,False,True,False,False
FDI08,18.2,NA,0.066241884,Fruits and Vegetables,250.9092,OUT013,32,2,0,,4,False,True,False,False
FDC21,14.6,NA,0.04302561,Fruits and Vegetables,110.0254,OUT049,20,1,2,,2,False,True,False,False
FDF58,13.3,Low Fat,0.009579343,Processed Foods,62.351,OUT035,15,0,1,,1,False,True,False,False
FDS08,5.735,NA,0.095341405,Fruits and Vegetables,178.037,OUT010,21,0,0,,3,True,False,False,False
FDE47,14.15,Low Fat,0.037985629,Starchy Foods,123.1046,OUT045,17,0,1,,2,False,True,False,False
NCP18,12.15,NA,0.050071843,Non perishable,152.4708,OUT019,34,0,2,,3,True,False,False,False
NCR41,17.85,NA,0.0,Non perishable,96.8094,OUT013,32,2,0,,2,False,True,False,False
FDA27,20.35,Regular,0.030901894,Drinks,254.2672,OUT013,32,2,0,,4,False,True,False,False
FDA43,10.895,NA,0.064663519,Fruits and Vegetables,194.0794,OUT035,15,0,1,,4,False,True,False,False
FDA49,19.7,Low Fat,0.065053427,Processed Foods,86.6198,OUT045,17,0,1,,1,False,True,False,False
NCE55,8.92,NA,0.0,Non perishable,178.137,OUT018,10,1,0,,3,False,False,True,False
DRM49,6.11,NA,0.15121816,Drinks,45.9086,OUT027,34,1,0,,1,False,False,False,True
FDF22,6.865,Low Fat,0.056555477,Processed Foods,214.2218,OUT027,34,1,0,,4,False,False,False,True
FDQ15,20.35,Regular,0.151688857,Meats,80.6276,OUT018,10,1,0,,1,False,False,True,False
NCS54,13.6,NA,0.010049688,Non perishable,174.937,OUT017,12,0,1,,3,False,True,False,False
NCY05,13.5,NA,0.054944247,Non perishable,36.3874,OUT013,32,2,0,,1,False,True,False,False
FDR45,10.8,Low Fat,0.028943289,Processed Foods,239.6222,OUT046,22,0,2,,4,False,True,False,False
FDK57,10.195,Low Fat,0.080417724,Processed Foods,121.244,OUT049,20,1,2,,2,False,True,False,False
FDF41,12.15,Low Fat,0.219568112,Processed Foods,248.346,OUT010,21,0,0,,4,True,False,False,False
FDV21,11.5,Low Fat,0.0,Processed Foods,125.6704,OUT046,22,0,2,,2,False,True,False,False
FDD51,11.15,Low Fat,0.119952711,Drinks,45.2744,OUT046,22,0,2,,1,False,True,False,False
FDF33,7.97,Low Fat,0.021535488,Meats,109.6596,OUT046,22,0,2,,2,False,True,False,False
FDA38,5.44,Low Fat,0.025479919,Drinks,238.5538,OUT046,22,0,2,,4,False,True,False,False
FDR56,15.5,NA,0.100970195,Fruits and Vegetables,195.8768,OUT045,17,0,1,,4,False,True,False,False
NCN41,17.0,NA,0.05250462,Non perishable,121.673,OUT017,12,0,1,,2,False,True,False,False
FDC60,5.425,Regular,0.113918065,Processed Foods,87.9514,OUT027,34,1,0,,1,False,False,False,True
FDB47,8.8,Low Fat,0.07157425,Processed Foods,207.9612,OUT045,17,0,1,,4,False,True,False,False
DRH01,17.5,NA,0.097822555,Drinks,175.4738,OUT013,32,2,0,,3,False,True,False,False
FDW08,12.1,NA,0.148381569,Fruits and Vegetables,104.928,OUT046,22,0,2,,2,False,True,False,False
FDF38,11.8,Regular,0.026230365,Processed Foods,39.1138,OUT027,34,1,0,,1,False,False,False,True
FDY32,7.605,NA,0.129972082,Fruits and Vegetables,162.921,OUT017,12,0,1,,3,False,True,False,False
FDG34,11.5,Regular,0.037628842,Processed Foods,109.5254,OUT049,20,1,2,,2,False,True,False,False
FDG47,12.8,Low Fat,0.121893603,Starchy Foods,261.3252,OUT019,34,0,2,,4,True,False,False,False
NCF18,18.35,NA,0.088965771,Non perishable,189.8504,OUT035,15,0,1,,4,False,True,False,False
FDL39,16.1,Regular,0.110885027,Drinks,181.3318,OUT019,34,0,2,,3,True,False,False,False
NCH55,16.35,NA,0.03466576,Non perishable,125.902,OUT035,15,0,1,,2,False,True,False,False
DRJ35,10.1,NA,0.0,Drinks,60.7878,OUT049,20,1,2,,1,False,True,False,False
FDS44,12.65,NA,0.156014453,Fruits and Vegetables,238.9538,OUT035,15,0,1,,4,False,True,False,False
DRE01,10.1,NA,0.167836117,Drinks,241.0512,OUT018,10,1,0,,4,False,False,True,False
FDY39,5.305,Regular,0.046989556,Meats,184.3608,OUT013,32,2,0,,3,False,True,False,False
FDY32,7.605,NA,0.129767515,Fruits and Vegetables,161.821,OUT018,10,1,0,,3,False,False,True,False
FDR33,7.31,Low Fat,0.02665921,Processed Foods,111.157,OUT027,34,1,0,,2,False,False,False,True
NCP50,17.35,NA,0.020591811,Non perishable,81.0618,OUT049,20,1,2,,1,False,True,False,False
FDZ47,20.7,Regular,0.07961949,Processed Foods,98.6042,OUT018,10,1,0,,2,False,False,True,False
FDU57,8.27,Regular,0.089693419,Processed Foods,152.2708,OUT049,20,1,2,,3,False,True,False,False
FDY44,14.15,NA,0.02438425,Fruits and Vegetables,194.411,OUT013,32,2,0,,4,False,True,False,False
DRH59,10.8,NA,0.058671483,Drinks,73.838,OUT018,10,1,0,,1,False,False,True,False
FDB03,17.75,Regular,0.156072361,Drinks,240.2538,OUT027,34,1,0,,4,False,False,False,True
FDY46,18.6,Low Fat,0.047987061,Processed Foods,186.8898,OUT045,17,0,1,,4,False,True,False,False
FDM39,6.42,Low Fat,0.053579102,Drinks,177.3002,OUT045,17,0,1,,3,False,True,False,False
FDY36,12.3,Low Fat,0.009408748,Processed Foods,74.838,OUT035,15,0,1,,1,False,True,False,False
NCM55,15.6,NA,0.066713516,Non perishable,184.2924,OUT035,15,0,1,,3,False,True,False,False
FDJ50,8.645,Low Fat,0.036130545,Processed Foods,52.6982,OUT010,21,0,0,,1,True,False,False,False
DRL60,8.52,NA,0.027036842,Drinks,150.8682,OUT013,32,2,0,,3,False,True,False,False
NCJ54,9.895,NA,0.060160503,Non perishable,232.2642,OUT049,20,1,2,,4,False,True,False,False
FDX59,10.195,Low Fat,0.051953489,Starchy Foods,33.8558,OUT017,12,0,1,,1,False,True,False,False
FDI07,12.35,Regular,0.0,Meats,199.0426,OUT013,32,2,0,,4,False,True,False,False
DRF51,15.75,Low Fat,0.277579189,Drinks,39.6506,OUT010,21,0,0,,1,True,False,False,False
FDM14,13.8,Low Fat,0.013338995,Processed Foods,109.7254,OUT017,12,0,1,,2,False,True,False,False
FDP21,7.42,Regular,0.025793045,Processed Foods,187.9872,OUT045,17,0,1,,4,False,True,False,False
FDE40,15.6,Regular,0.099125013,Drinks,63.0194,OUT035,15,0,1,,1,False,True,False,False
FDE05,10.895,Regular,0.032447909,Processed Foods,146.9102,OUT035,15,0,1,,3,False,True,False,False
FDM13,6.425,Low Fat,0.062869397,Starchy Foods,132.8626,OUT027,34,1,0,,2,False,False,False,True
FDC34,16.0,Regular,0.1719225,Processed Foods,156.7972,OUT027,34,1,0,,3,False,False,False,True
NCI55,18.6,NA,0.01270511,Non perishable,122.8414,OUT018,10,1,0,,2,False,False,True,False
NCE43,12.5,NA,0.103863648,Non perishable,168.8448,OUT018,10,1,0,,3,False,False,True,False
FDW58,20.75,Low Fat,0.007583861,Processed Foods,107.0622,OUT018,10,1,0,,2,False,False,True,False
FDG60,20.35,Low Fat,0.060822826,Processed Foods,234.6616,OUT045,17,0,1,,4,False,True,False,False
FDV31,9.8,NA,0.107320959,Fruits and Vegetables,176.337,OUT017,12,0,1,,3,False,True,False,False
FDR47,17.85,Low Fat,0.087395867,Starchy Foods,194.2794,OUT013,32,2,0,,4,False,True,False,False
FDM60,10.8,Regular,0.08429269,Processed Foods,40.6138,OUT019,34,0,2,,1,True,False,False,False
NCF06,6.235,NA,0.020280634,Non perishable,258.4962,OUT018,10,1,0,,4,False,False,True,False
NCN26,10.85,NA,0.0,Non perishable,117.0808,OUT027,34,1,0,,2,False,False,False,True
FDQ59,9.8,Regular,0.056474207,Starchy Foods,85.6908,OUT049,20,1,2,,1,False,True,False,False
FDF09,6.215,NA,0.012148905,Fruits and Vegetables,36.5848,OUT046,22,0,2,,1,False,True,False,False
NCS06,7.935,NA,0.0,Non perishable,264.791,OUT017,12,0,1,,4,False,True,False,False
FDT44,16.6,NA,0.102986542,Fruits and Vegetables,117.9466,OUT046,22,0,2,,2,False,True,False,False
FDI19,15.1,Low Fat,0.05263512,Meats,244.2512,OUT017,12,0,1,,4,False,True,False,False
FDT22,10.395,Low Fat,0.112731284,Processed Foods,59.922,OUT017,12,0,1,,1,False,True,False,False
NCF54,18.0,NA,0.047147628,Non perishable,170.8422,OUT027,34,1,0,,3,False,False,False,True
DRG25,10.5,NA,0.019088324,Drinks,185.924,OUT045,17,0,1,,4,False,True,False,False
FDB59,18.25,Low Fat,0.015365323,Processed Foods,197.3084,OUT017,12,0,1,,4,False,True,False,False
FDQ37,20.75,Low Fat,0.089765562,Starchy Foods,194.6478,OUT017,12,0,1,,4,False,True,False,False
FDP56,8.185,NA,0.046475348,Fruits and Vegetables,47.9692,OUT035,15,0,1,,1,False,True,False,False
FDW44,9.5,NA,0.035144569,Fruits and Vegetables,171.8448,OUT035,15,0,1,,3,False,True,False,False
FDJ26,15.3,Regular,0.141879554,Processed Foods,215.1218,OUT010,21,0,0,,4,True,False,False,False
FDU43,19.35,NA,0.058279823,Fruits and Vegetables,237.4564,OUT018,10,1,0,,4,False,False,True,False
FDW33,9.395,Low Fat,0.099321607,Processed Foods,104.928,OUT045,17,0,1,,2,False,True,False,False
NCX53,20.1,NA,0.0148655,Non perishable,143.2154,OUT027,34,1,0,,3,False,False,False,True
FDN56,5.46,NA,0.179191782,Fruits and Vegetables,146.2786,OUT010,21,0,0,,3,True,False,False,False
DRF15,18.35,Low Fat,0.033265629,Drinks,152.334,OUT049,20,1,2,,3,False,True,False,False
FDO33,14.75,Low Fat,0.089827705,Processed Foods,114.4518,OUT017,12,0,1,,2,False,True,False,False
FDZ39,19.7,Regular,0.030169768,Meats,103.799,OUT010,21,0,0,,2,True,False,False,False
NCJ19,18.6,NA,0.118848485,Non perishable,55.3588,OUT017,12,0,1,,1,False,True,False,False
FDU01,20.25,Regular,0.0,Processed Foods,184.6924,OUT035,15,0,1,,3,False,True,False,False
FDT12,6.215,Regular,0.049612318,Processed Foods,224.1062,OUT035,15,0,1,,4,False,True,False,False
NCM18,13.0,NA,0.083179333,Non perishable,62.0194,OUT018,10,1,0,,1,False,False,True,False
FDP19,11.5,NA,0.174497541,Fruits and Vegetables,128.8652,OUT017,12,0,1,,2,False,True,False,False
NCR42,9.105,NA,0.038541712,Non perishable,33.09,OUT049,20,1,2,,1,False,True,False,False
FDN10,11.5,Low Fat,0.046123804,Processed Foods,118.6124,OUT046,22,0,2,,2,False,True,False,False
FDG44,6.13,NA,0.102768984,Fruits and Vegetables,54.7298,OUT017,12,0,1,,1,False,True,False,False
FDQ10,12.85,Low Fat,0.033179231,Processed Foods,171.5422,OUT046,22,0,2,,3,False,True,False,False
DRH13,8.575,NA,0.023923093,Drinks,105.528,OUT049,20,1,2,,2,False,True,False,False
FDT52,9.695,Regular,0.047390108,Processed Foods,245.0144,OUT013,32,2,0,,4,False,True,False,False
FDM56,16.7,NA,0.070333939,Fruits and Vegetables,110.7912,OUT045,17,0,1,,2,False,True,False,False
NCO43,5.5,NA,0.078832748,Non perishable,101.5016,OUT010,21,0,0,,2,True,False,False,False
NCV29,11.8,NA,0.0,Non perishable,177.2686,OUT035,15,0,1,,3,False,True,False,False
NCF06,6.235,NA,0.020181546,Non perishable,260.1962,OUT013,32,2,0,,4,False,True,False,False
FDO50,16.25,Low Fat,0.078153958,Processed Foods,91.3804,OUT035,15,0,1,,1,False,True,False,False
FDT59,13.65,Low Fat,0.015898191,Starchy Foods,229.7668,OUT013,32,2,0,,4,False,True,False,False
FDX40,12.85,Low Fat,0.09851376,Processed Foods,36.7164,OUT027,34,1,0,,1,False,False,False,True
FDE50,19.7,Regular,0.016297312,Processed Foods,186.3556,OUT017,12,0,1,,4,False,True,False,False
FDX51,9.5,Regular,0.022183497,Meats,196.9452,OUT017,12,0,1,,4,False,True,False,False
NCD30,19.7,NA,0.026958635,Non perishable,98.5726,OUT018,10,1,0,,2,False,False,True,False
FDK15,10.8,Low Fat,0.098331927,Meats,100.5042,OUT013,32,2,0,,2,False,True,False,False
FDL12,15.85,Regular,0.121879396,Processed Foods,61.222,OUT045,17,0,1,,1,False,True,False,False
FDK46,9.6,Low Fat,0.051758515,Processed Foods,259.462,OUT017,12,0,1,,4,False,True,False,False
DRH49,19.7,NA,0.04126841,Drinks,80.6592,OUT010,21,0,0,,1,True,False,False,False
FDQ57,7.275,Low Fat,0.027947642,Processed Foods,146.876,OUT046,22,0,2,,3,False,True,False,False
FDY59,8.195,Low Fat,0.031581072,Processed Foods,93.4462,OUT017,12,0,1,,1,False,True,False,False
FDO09,13.5,Regular,0.12578499,Processed Foods,261.691,OUT018,10,1,0,,4,False,False,True,False
NCG30,20.2,NA,0.112299979,Non perishable,126.4046,OUT035,15,0,1,,2,False,True,False,False
FDM09,11.15,Regular,0.086417608,Processed Foods,168.679,OUT017,12,0,1,,3,False,True,False,False
NCN17,11.0,NA,0.054672984,Non perishable,101.0358,OUT027,34,1,0,,2,False,False,False,True
NCS42,8.6,NA,0.0693587,Non perishable,89.9146,OUT013,32,2,0,,1,False,True,False,False
FDD02,16.6,Low Fat,0.088053052,Processed Foods,117.0124,OUT019,34,0,2,,2,True,False,False,False
FDE34,9.195,Low Fat,0.107801614,Processed Foods,182.3634,OUT013,32,2,0,,3,False,True,False,False
FDU38,10.8,Low Fat,0.08271731,Drinks,192.6504,OUT045,17,0,1,,4,False,True,False,False
FDB33,17.75,NA,0.014580169,Fruits and Vegetables,157.5262,OUT046,22,0,2,,3,False,True,False,False
NCJ29,10.6,NA,0.035391991,Non perishable,86.8224,OUT017,12,0,1,,1,False,True,False,False
FDZ27,7.935,Low Fat,0.017153018,Drinks,48.135,OUT035,15,0,1,,1,False,True,False,False
FDI40,11.5,Regular,0.125498428,Processed Foods,99.7358,OUT013,32,2,0,,2,False,True,False,False
FDG22,17.6,Regular,0.041346719,Processed Foods,37.819,OUT013,32,2,0,,1,False,True,False,False
FDT51,11.65,Regular,0.010980551,Meats,110.7544,OUT017,12,0,1,,2,False,True,False,False
FDF20,12.85,NA,0.033355494,Fruits and Vegetables,198.5768,OUT018,10,1,0,,4,False,False,True,False
FDV50,14.3,Low Fat,0.122548032,Drinks,122.173,OUT035,15,0,1,,2,False,True,False,False
FDT02,12.6,Low Fat,0.024232347,Drinks,36.1874,OUT049,20,1,2,,1,False,True,False,False
DRC49,8.67,NA,0.065806717,Drinks,144.6128,OUT017,12,0,1,,3,False,True,False,False
FDF26,6.825,Regular,0.046707264,Processed Foods,151.9998,OUT049,20,1,2,,3,False,True,False,False
FDV52,20.7,Regular,0.0,Processed Foods,118.6466,OUT035,15,0,1,,2,False,True,False,False
FDX59,10.195,Low Fat,0.051741591,Starchy Foods,35.2558,OUT049,20,1,2,,1,False,True,False,False
FDV25,5.905,Low Fat,0.045643611,Processed Foods,222.0456,OUT035,15,0,1,,4,False,True,False,False
FDW23,5.765,Low Fat,0.081615145,Processed Foods,38.6164,OUT027,34,1,0,,1,False,False,False,True
FDE53,10.895,Low Fat,0.026989658,Processed Foods,107.728,OUT018,10,1,0,,2,False,False,True,False
FDA19,7.52,NA,0.055439323,Fruits and Vegetables,130.0994,OUT017,12,0,1,,2,False,True,False,False
FDH22,6.405,Low Fat,0.136300946,Processed Foods,126.0678,OUT046,22,0,2,,2,False,True,False,False
NCO41,12.5,NA,0.018833177,Non perishable,97.8384,OUT013,32,2,0,,2,False,True,False,False
FDX12,18.2,Regular,0.026211917,Processed Foods,241.3196,OUT017,12,0,1,,4,False,True,False,False
FDF17,5.19,Low Fat,0.042585419,Processed Foods,196.911,OUT013,32,2,0,,4,False,True,False,False
FDS11,7.05,Regular,0.055671183,Starchy Foods,222.3088,OUT045,17,0,1,,4,False,True,False,False
FDR51,9.035,Regular,0.173436917,Meats,150.0708,OUT035,15,0,1,,3,False,True,False,False
FDT49,7.0,Low Fat,0.253421913,Processed Foods,106.228,OUT010,21,0,0,,2,True,False,False,False
FDC56,7.72,NA,0.121419594,Fruits and Vegetables,120.244,OUT013,32,2,0,,2,False,True,False,False
FDR13,9.895,Regular,0.02858175,Processed Foods,116.4492,OUT027,34,1,0,,2,False,False,False,True
FDQ60,6.195,Regular,0.10935376,Processed Foods,120.4098,OUT035,15,0,1,,2,False,True,False,False
FDN38,6.615,Regular,0.092114847,Processed Foods,248.7408,OUT049,20,1,2,,4,False,True,False,False
NCL29,9.695,NA,0.113844617,Non perishable,157.8604,OUT013,32,2,0,,3,False,True,False,False
FDO13,7.865,Low Fat,0.060763988,Starchy Foods,164.0526,OUT027,34,1,0,,3,False,False,False,True
FDE26,9.3,Low Fat,0.089368341,Processed Foods,143.8786,OUT018,10,1,0,,3,False,False,True,False
FDA31,7.1,NA,0.18413701,Fruits and Vegetables,172.808,OUT010,21,0,0,,3,True,False,False,False
FDX14,13.1,Low Fat,0.07492586,Drinks,75.3354,OUT035,15,0,1,,1,False,True,False,False
FDA34,11.5,Low Fat,0.014890695,Starchy Foods,174.108,OUT045,17,0,1,,3,False,True,False,False
FDF26,6.825,Regular,0.046595951,Processed Foods,153.0998,OUT013,32,2,0,,3,False,True,False,False
FDE38,6.52,Low Fat,0.044697626,Processed Foods,166.5842,OUT045,17,0,1,,3,False,True,False,False
DRI11,8.26,NA,0.034404287,Drinks,113.5834,OUT046,22,0,2,,2,False,True,False,False
FDQ60,6.195,Regular,0.108844791,Processed Foods,118.5098,OUT027,34,1,0,,2,False,False,False,True
FDL21,15.85,Regular,0.007111808,Processed Foods,39.348,OUT027,34,1,0,,1,False,False,False,True
DRC12,17.85,NA,0.037643694,Drinks,192.0188,OUT027,34,1,0,,4,False,False,False,True
FDC47,15.0,Low Fat,0.118890636,Processed Foods,227.9694,OUT046,22,0,2,,4,False,True,False,False
FDE57,9.6,NA,0.036358713,Fruits and Vegetables,140.0154,OUT045,17,0,1,,2,False,True,False,False
FDT14,10.695,Regular,0.127986136,Drinks,120.344,OUT045,17,0,1,,2,False,True,False,False
NCZ53,9.6,NA,0.024477166,Non perishable,189.6214,OUT046,22,0,2,,4,False,True,False,False
FDE28,9.5,Regular,0.133086933,Processed Foods,230.1668,OUT018,10,1,0,,4,False,False,True,False
FDR19,13.5,NA,0.159690469,Fruits and Vegetables,144.2102,OUT035,15,0,1,,3,False,True,False,False
NCF54,18.0,NA,0.082951105,Non perishable,173.7422,OUT019,34,0,2,,3,True,False,False,False
FDZ08,12.5,NA,0.109992376,Fruits and Vegetables,81.1592,OUT046,22,0,2,,1,False,True,False,False
NCJ05,18.7,NA,0.046276017,Non perishable,154.2682,OUT018,10,1,0,,3,False,False,True,False
FDF59,12.5,Low Fat,0.071244009,Starchy Foods,127.102,OUT046,22,0,2,,2,False,True,False,False
NCO05,7.27,NA,0.046550645,Non perishable,100.4384,OUT035,15,0,1,,2,False,True,False,False
FDW24,6.8,Low Fat,0.037649797,Processed Foods,49.5034,OUT018,10,1,0,,1,False,False,True,False
NCX42,6.36,NA,0.00600295,Non perishable,166.1526,OUT018,10,1,0,,3,False,False,True,False
NCA53,11.395,NA,0.009876591,Non perishable,48.2034,OUT035,15,0,1,,1,False,True,False,False
FDI45,13.1,NA,0.065799906,Fruits and Vegetables,177.0054,OUT019,34,0,2,,3,True,False,False,False
FDG46,8.63,Regular,0.032909657,Processed Foods,112.9518,OUT046,22,0,2,,2,False,True,False,False
FDM20,10.0,NA,0.064752101,Fruits and Vegetables,243.3144,OUT010,21,0,0,,4,True,False,False,False
FDW11,12.6,Low Fat,0.081651205,Starchy Foods,61.6194,OUT010,21,0,0,,1,True,False,False,False
FDX08,12.85,NA,0.022599777,Fruits and Vegetables,179.2318,OUT035,15,0,1,,3,False,True,False,False
NCK17,11.0,NA,0.03788768,Non perishable,40.648,OUT035,15,0,1,,1,False,True,False,False
FDK32,16.25,NA,0.049175079,Fruits and Vegetables,151.5682,OUT018,10,1,0,,3,False,False,True,False
NCA42,6.965,NA,0.028543185,Non perishable,159.4604,OUT035,15,0,1,,3,False,True,False,False
DRI01,7.97,NA,0.034446434,Drinks,170.7422,OUT035,15,0,1,,3,False,True,False,False
NCL55,12.15,NA,0.0,Non perishable,254.004,OUT049,20,1,2,,4,False,True,False,False
DRE25,15.35,NA,0.073581718,Drinks,94.412,OUT018,10,1,0,,2,False,False,True,False
FDD14,20.7,Low Fat,0.170768961,Processed Foods,183.5266,OUT017,12,0,1,,3,False,True,False,False
FDB10,10.0,Low Fat,0.067208123,Processed Foods,235.559,OUT046,22,0,2,,4,False,True,False,False
DRN11,7.85,NA,0.162949459,Drinks,145.0444,OUT035,15,0,1,,3,False,True,False,False
FDP38,10.1,Low Fat,0.032232864,Processed Foods,50.9008,OUT018,10,1,0,,1,False,False,True,False
NCA30,19.0,NA,0.130065297,Non perishable,188.6872,OUT017,12,0,1,,4,False,True,False,False
FDT15,12.15,Regular,0.042922946,Meats,184.695,OUT017,12,0,1,,3,False,True,False,False
NCP55,14.65,NA,0.011235608,Non perishable,57.0614,OUT018,10,1,0,,1,False,False,True,False
FDF12,8.235,Low Fat,0.082412268,Processed Foods,148.5076,OUT035,15,0,1,,3,False,True,False,False
FDM21,20.2,Low Fat,0.06462627,Processed Foods,256.2646,OUT018,10,1,0,,4,False,False,True,False
FDX56,17.1,NA,0.07404547,Fruits and Vegetables,205.8638,OUT035,15,0,1,,4,False,True,False,False
FDF10,15.5,Regular,0.157816029,Processed Foods,145.4418,OUT017,12,0,1,,3,False,True,False,False
FDT32,19.0,NA,0.065767041,Fruits and Vegetables,189.6214,OUT045,17,0,1,,4,False,True,False,False
FDM51,11.8,Regular,0.026031835,Meats,101.2674,OUT018,10,1,0,,2,False,False,True,False
NCR50,20.2,NA,0.011868237,Non perishable,154.434,OUT018,10,1,0,,3,False,False,True,False
FDI19,15.1,Low Fat,0.052420442,Meats,242.4512,OUT049,20,1,2,,4,False,True,False,False
FDX21,7.05,Low Fat,0.085446623,Processed Foods,107.8912,OUT017,12,0,1,,2,False,True,False,False
FDR31,6.46,NA,0.049153588,Fruits and Vegetables,145.3102,OUT035,15,0,1,,3,False,True,False,False
FDY02,8.945,Regular,0.08757299,Drinks,261.191,OUT013,32,2,0,,4,False,True,False,False
NCA29,10.5,NA,0.0,Non perishable,170.6106,OUT045,17,0,1,,3,False,True,False,False
NCX17,21.25,NA,0.113603432,Non perishable,231.73,OUT046,22,0,2,,4,False,True,False,False
FDM12,16.7,Regular,0.070058787,Processed Foods,190.3214,OUT045,17,0,1,,4,False,True,False,False
FDI53,8.895,Regular,0.136978402,Processed Foods,160.4236,OUT027,34,1,0,,3,False,False,False,True
NCU30,5.11,NA,0.0,Non perishable,164.121,OUT049,20,1,2,,3,False,True,False,False
FDC56,7.72,NA,0.120932251,Fruits and Vegetables,121.044,OUT027,34,1,0,,2,False,False,False,True
FDK27,11.0,Low Fat,0.00898298,Meats,123.0756,OUT018,10,1,0,,2,False,False,True,False
NCK18,9.6,NA,0.00673599,Non perishable,166.4184,OUT017,12,0,1,,3,False,True,False,False
FDB52,17.75,Low Fat,0.053288809,Drinks,257.5672,OUT019,34,0,2,,4,True,False,False,False
DRG25,10.5,NA,0.018957442,Drinks,188.324,OUT027,34,1,0,,4,False,False,False,True
FDZ13,7.84,Regular,0.153733623,Processed Foods,51.935,OUT049,20,1,2,,1,False,True,False,False
FDB57,20.25,NA,0.032925311,Fruits and Vegetables,223.5772,OUT019,34,0,2,,4,True,False,False,False
FDR40,9.1,Regular,0.008034387,Processed Foods,82.5618,OUT046,22,0,2,,1,False,True,False,False
NCO14,9.6,NA,0.051902594,Non perishable,44.7086,OUT019,34,0,2,,1,True,False,False,False
NCN19,13.1,NA,0.012124086,Non perishable,190.753,OUT045,17,0,1,,4,False,True,False,False
FDQ28,14.0,Regular,0.105799985,Processed Foods,155.0656,OUT019,34,0,2,,3,True,False,False,False
FDO13,7.865,Low Fat,0.061308404,Starchy Foods,164.8526,OUT018,10,1,0,,3,False,False,True,False
FDK48,7.445,Low Fat,0.0,Processed Foods,77.2354,OUT013,32,2,0,,1,False,True,False,False
FDU07,11.1,NA,0.060090767,Fruits and Vegetables,152.5366,OUT018,10,1,0,,3,False,False,True,False
FDW20,20.75,NA,0.0,Fruits and Vegetables,123.373,OUT046,22,0,2,,2,False,True,False,False
FDV12,16.7,Regular,0.101891731,Processed Foods,98.7384,OUT010,21,0,0,,2,True,False,False,False
FDH24,20.7,Low Fat,0.021413299,Processed Foods,158.2288,OUT013,32,2,0,,3,False,True,False,False
FDV59,13.35,Low Fat,0.048101713,Starchy Foods,216.0166,OUT049,20,1,2,,4,False,True,False,False
FDK57,10.195,Low Fat,0.080455726,Processed Foods,120.144,OUT045,17,0,1,,2,False,True,False,False
FDL16,12.85,Low Fat,0.16763712,Processed Foods,45.506,OUT027,34,1,0,,1,False,False,False,True
NCQ17,10.3,NA,0.116932555,Non perishable,155.463,OUT046,22,0,2,,3,False,True,False,False
FDJ15,11.35,Regular,0.023417483,Drinks,185.1608,OUT018,10,1,0,,3,False,False,True,False
FDX24,8.355,Low Fat,0.0,Processed Foods,93.5462,OUT049,20,1,2,,1,False,True,False,False
FDT47,5.26,Regular,0.0,Starchy Foods,96.3068,OUT046,22,0,2,,2,False,True,False,False
FDT10,16.7,Regular,0.062140968,Processed Foods,60.8562,OUT049,20,1,2,,1,False,True,False,False
FDZ37,8.1,Regular,0.019849032,Processed Foods,87.7198,OUT018,10,1,0,,1,False,False,True,False
FDW43,20.1,NA,0.022316641,Fruits and Vegetables,229.5036,OUT027,34,1,0,,4,False,False,False,True
DRN36,15.2,NA,0.050461669,Drinks,95.5752,OUT017,12,0,1,,2,False,True,False,False
FDJ14,10.3,Regular,0.05017202,Processed Foods,80.596,OUT045,17,0,1,,1,False,True,False,False
FDA32,14.0,NA,0.030069149,Fruits and Vegetables,217.4192,OUT013,32,2,0,,4,False,True,False,False
